Protein,Partition_type,Curve_type,p_value,test_statistic,test_result,is_significant
Notch1,half,Disease_Free,0.69383457428,0.154965532827,Cannot Reject Null,False
Notch1,quarter,Disease_Free,0.191562055125,1.70556305317,Cannot Reject Null,False
P-Cadherin,half,Overall,0.748538539259,0.102763209687,Cannot Reject Null,False
P-Cadherin,quarter,Overall,0.66025685785,0.193211730289,Cannot Reject Null,False
P-Cadherin,half,Disease_Free,0.899687748615,0.0158900666799,Cannot Reject Null,False
P-Cadherin,quarter,Disease_Free,0.642657104537,0.215283877939,Cannot Reject Null,False
p27,half,Overall,0.557325995016,0.344355280285,Cannot Reject Null,False
p27,quarter,Overall,0.903574167692,0.0146767286753,Cannot Reject Null,False
p27,half,Disease_Free,0.796890951156,0.0662407895861,Cannot Reject Null,False
p27,quarter,Disease_Free,0.944274003775,0.0048858781564,Cannot Reject Null,False
p27_pT157,half,Overall,0.665039157543,0.187459930222,Cannot Reject Null,False
p27_pT157,quarter,Overall,0.401116120143,0.704977797471,Cannot Reject Null,False
p27_pT157,half,Disease_Free,0.207462008728,1.58904934329,Cannot Reject Null,False
p27_pT157,quarter,Disease_Free,0.723481025363,0.125181755316,Cannot Reject Null,False
p38_MAPK,half,Overall,0.907964067476,0.0133649631145,Cannot Reject Null,False
p38_MAPK,quarter,Overall,0.120395775204,2.41216474627,Cannot Reject Null,False
p38_MAPK,half,Disease_Free,0.964779629669,0.00194979942939,Cannot Reject Null,False
p38_MAPK,quarter,Disease_Free,0.926273939531,0.00856250376117,Cannot Reject Null,False
p38_pT180_Y182,half,Overall,0.0873725148992,2.92212899949,Cannot Reject Null,False
p38_pT180_Y182,quarter,Overall,0.0931172297209,2.81964097099,Cannot Reject Null,False
p38_pT180_Y182,half,Disease_Free,0.475835972213,0.508391549405,Cannot Reject Null,False
p38_pT180_Y182,quarter,Disease_Free,0.496456102845,0.462503875299,Cannot Reject Null,False
p53,half,Overall,0.123687349843,2.36999623423,Cannot Reject Null,False
p53,quarter,Overall,0.161965203602,1.95578145624,Cannot Reject Null,False
p53,half,Disease_Free,0.741561416587,0.108759023947,Cannot Reject Null,False
p53,quarter,Disease_Free,0.0730066380348,3.21409309363,Cannot Reject Null,False
p70S6K,half,Overall,0.32141636558,0.983174347046,Cannot Reject Null,False
p70S6K,quarter,Overall,0.211220424593,1.56304161448,Cannot Reject Null,False
p70S6K,half,Disease_Free,0.353742337615,0.859986971222,Cannot Reject Null,False
p70S6K,quarter,Disease_Free,0.957141417491,0.00288810846544,Cannot Reject Null,False
p70S6K_pT389,half,Overall,0.473574996492,0.513622262832,Cannot Reject Null,False
p70S6K_pT389,quarter,Overall,0.653716833875,0.201246187848,Cannot Reject Null,False
p70S6K_pT389,half,Disease_Free,0.599677970636,0.275481865663,Cannot Reject Null,False
p70S6K_pT389,quarter,Disease_Free,0.585475400388,0.297465982606,Cannot Reject Null,False
p90RSK_pT359_S363,half,Overall,0.146518395132,2.10812865687,Cannot Reject Null,False
p90RSK_pT359_S363,quarter,Overall,0.49054127769,0.475338782095,Cannot Reject Null,False
p90RSK_pT359_S363,half,Disease_Free,0.524803472381,0.404443211996,Cannot Reject Null,False
p90RSK_pT359_S363,quarter,Disease_Free,0.299798633245,1.07508966985,Cannot Reject Null,False
Paxillin,half,Overall,0.691813118153,0.157129572047,Cannot Reject Null,False
Paxillin,quarter,Overall,0.361811218027,0.831596750381,Cannot Reject Null,False
Paxillin,half,Disease_Free,0.249321304292,1.32710270502,Cannot Reject Null,False
Paxillin,quarter,Disease_Free,0.791874024277,0.0696315332437,Cannot Reject Null,False
PCNA,half,Overall,0.147410549135,2.09884402176,Cannot Reject Null,False
PCNA,quarter,Overall,0.198828415726,1.65095929848,Cannot Reject Null,False
PCNA,half,Disease_Free,0.400420774212,0.707062333899,Cannot Reject Null,False
PCNA,quarter,Disease_Free,0.590937695775,0.288882260646,Cannot Reject Null,False
PDK1_pS241,half,Overall,0.578963323087,0.307913586239,Cannot Reject Null,False
PDK1_pS241,quarter,Overall,0.865385674625,0.0287378786146,Cannot Reject Null,False
PDK1_pS241,half,Disease_Free,0.282587879984,1.15460189399,Cannot Reject Null,False
PDK1_pS241,quarter,Disease_Free,0.0657638511835,3.38570994586,Cannot Reject Null,False
PEA15,half,Overall,0.0530774024,3.74148031181,Cannot Reject Null,False
PEA15,quarter,Overall,0.0335113490954,4.51946295062,Reject Null,True
PEA15,half,Disease_Free,0.953765732516,0.00336150962288,Cannot Reject Null,False
PEA15,quarter,Disease_Free,0.346196414147,0.887350111499,Cannot Reject Null,False
PI3K-p110-alpha,half,Overall,0.426151546974,0.633288727667,Cannot Reject Null,False
PI3K-p110-alpha,quarter,Overall,0.00395981631031,8.30215044282,Reject Null,True
PI3K-p110-alpha,half,Disease_Free,0.787333723244,0.0727782938242,Cannot Reject Null,False
PI3K-p110-alpha,quarter,Disease_Free,0.905813906179,0.0139996835737,Cannot Reject Null,False
PKC-alpha,half,Overall,0.475087445835,0.510118770339,Cannot Reject Null,False
PKC-alpha,quarter,Overall,0.021385790753,5.29507656848,Reject Null,True
PKC-alpha,half,Disease_Free,0.599070017733,0.276400807385,Cannot Reject Null,False
PKC-alpha,quarter,Disease_Free,0.773267903171,0.0830033334191,Cannot Reject Null,False
PKC-alpha_pS657,half,Overall,0.0151143843481,5.90308552725,Reject Null,True
PKC-alpha_pS657,quarter,Overall,0.0245324572009,5.05659037355,Reject Null,True
PKC-alpha_pS657,half,Disease_Free,0.621579169857,0.243654280298,Cannot Reject Null,False
PKC-alpha_pS657,quarter,Disease_Free,0.835649994954,0.0430399881997,Cannot Reject Null,False
PKC-delta_pS664,half,Overall,0.531386301415,0.391739804767,Cannot Reject Null,False
PKC-delta_pS664,quarter,Overall,0.279324896219,1.17037161782,Cannot Reject Null,False
PKC-delta_pS664,half,Disease_Free,0.646865204363,0.209875243586,Cannot Reject Null,False
PKC-delta_pS664,quarter,Disease_Free,0.198882787176,1.65055957414,Cannot Reject Null,False
PR,half,Overall,0.918735119825,0.0104095406534,Cannot Reject Null,False
PR,quarter,Overall,0.168063424699,1.90013307292,Cannot Reject Null,False
PR,half,Disease_Free,0.126330409305,2.33702752702,Cannot Reject Null,False
PR,quarter,Disease_Free,0.198781678262,1.65130300236,Cannot Reject Null,False
PRAS40_pT246,half,Overall,0.0222655980083,5.22491004697,Reject Null,True
PRAS40_pT246,quarter,Overall,0.00818357033347,6.992855307,Reject Null,True
PRAS40_pT246,half,Disease_Free,0.888931906193,0.0195037581551,Cannot Reject Null,False
PRAS40_pT246,quarter,Disease_Free,0.428678799119,0.626400275369,Cannot Reject Null,False
PTEN,half,Overall,0.88537420275,0.0207820776931,Cannot Reject Null,False
PTEN,quarter,Overall,0.587962022059,0.293538226933,Cannot Reject Null,False
PTEN,half,Disease_Free,0.257679777794,1.28117984775,Cannot Reject Null,False
PTEN,quarter,Disease_Free,0.277386134047,1.1798519677,Cannot Reject Null,False
Rad50,half,Overall,0.594091168731,0.284000325661,Cannot Reject Null,False
Rad50,quarter,Overall,0.506711698117,0.440851625639,Cannot Reject Null,False
Rad50,half,Disease_Free,0.394419176154,0.725274599539,Cannot Reject Null,False
Rad50,quarter,Disease_Free,0.346762208185,0.885270410602,Cannot Reject Null,False
Rad51,half,Overall,0.855301199528,0.0332547119197,Cannot Reject Null,False
Rad51,quarter,Overall,0.880545014943,0.0225835818158,Cannot Reject Null,False
Rad51,half,Disease_Free,0.693775537601,0.155028487893,Cannot Reject Null,False
Rad51,quarter,Disease_Free,0.349301780444,0.875992046509,Cannot Reject Null,False
Rb_pS807_S811,half,Overall,0.00518378251914,7.8141813339,Reject Null,True
Rb_pS807_S811,quarter,Overall,0.0213663354949,5.29666174969,Reject Null,True
Rb_pS807_S811,half,Disease_Free,0.566829588928,0.328016155962,Cannot Reject Null,False
Rb_pS807_S811,quarter,Disease_Free,0.751704127816,0.100104615212,Cannot Reject Null,False
S6,half,Overall,0.869181470565,0.0271255235564,Cannot Reject Null,False
S6,quarter,Overall,0.125760126774,2.34407580322,Cannot Reject Null,False
S6,half,Disease_Free,0.99767732657,8.47417459572e-06,Cannot Reject Null,False
S6,quarter,Disease_Free,0.786016755295,0.0737050087183,Cannot Reject Null,False
S6_pS235_S236,half,Overall,0.891904060313,0.0184675293824,Cannot Reject Null,False
S6_pS235_S236,quarter,Overall,0.590184478188,0.290056262523,Cannot Reject Null,False
S6_pS235_S236,half,Disease_Free,0.492854329579,0.470288816242,Cannot Reject Null,False
S6_pS235_S236,quarter,Disease_Free,0.337431702968,0.920164807323,Cannot Reject Null,False
S6_pS240_S244,half,Overall,0.354008316042,0.859037016415,Cannot Reject Null,False
S6_pS240_S244,quarter,Overall,0.415213478342,0.663823107518,Cannot Reject Null,False
S6_pS240_S244,half,Disease_Free,0.8495211984,0.0359972369782,Cannot Reject Null,False
S6_pS240_S244,quarter,Disease_Free,0.836643162993,0.0425139654778,Cannot Reject Null,False
Shc_pY317,half,Overall,0.0304335102874,4.68463602826,Reject Null,True
Shc_pY317,quarter,Overall,0.165380358762,1.92432772343,Cannot Reject Null,False
Shc_pY317,half,Disease_Free,0.718907653417,0.129541739066,Cannot Reject Null,False
Shc_pY317,quarter,Disease_Free,0.441822919531,0.5915433892,Cannot Reject Null,False
Smad1,half,Overall,0.888100881496,0.0197986498591,Cannot Reject Null,False
Smad1,quarter,Overall,0.192312783043,1.69981033485,Cannot Reject Null,False
Smad1,half,Disease_Free,0.158189368876,1.99144983515,Cannot Reject Null,False
Smad1,quarter,Disease_Free,0.0871193978155,2.92681147416,Cannot Reject Null,False
Smad3,half,Overall,0.0360268425964,4.39583363718,Reject Null,True
Smad3,quarter,Overall,0.478957270772,0.501236607958,Cannot Reject Null,False
Smad3,half,Disease_Free,0.363591391425,0.825450433283,Cannot Reject Null,False
Smad3,quarter,Disease_Free,0.273125370262,1.20098263192,Cannot Reject Null,False
Smad4,half,Overall,0.0486981155216,3.88572903711,Reject Null,True
Smad4,quarter,Overall,0.209610229822,1.57411632022,Cannot Reject Null,False
Smad4,half,Disease_Free,0.554173049654,0.349894159969,Cannot Reject Null,False
Smad4,quarter,Disease_Free,0.926030402074,0.00861932887869,Cannot Reject Null,False
Src,half,Overall,0.655839250999,0.198617291383,Cannot Reject Null,False
Src,quarter,Overall,0.96902952649,0.0015074182434,Cannot Reject Null,False
Src,half,Disease_Free,0.581859859699,0.30323753533,Cannot Reject Null,False
Src,quarter,Disease_Free,0.15588286276,2.01371825282,Cannot Reject Null,False
Src_pY416,half,Overall,9.60784696375e-06,19.5878457875,Reject Null,True
Src_pY416,quarter,Overall,0.00359934169104,8.47563777884,Reject Null,True
Src_pY416,half,Disease_Free,0.519766748095,0.414356124895,Cannot Reject Null,False
Src_pY416,quarter,Disease_Free,0.759049549815,0.094082763645,Cannot Reject Null,False
Src_pY527,half,Overall,0.00228066200278,9.3087164712,Reject Null,True
Src_pY527,quarter,Overall,0.00485732181184,7.93180872566,Reject Null,True
Src_pY527,half,Disease_Free,0.635375785433,0.224841044759,Cannot Reject Null,False
Src_pY527,quarter,Disease_Free,0.207990617475,1.58535789087,Cannot Reject Null,False
STAT3_pY705,half,Overall,0.901360816091,0.0153617389661,Cannot Reject Null,False
STAT3_pY705,quarter,Overall,0.521261446547,0.411396698116,Cannot Reject Null,False
STAT3_pY705,half,Disease_Free,0.326090003904,0.964363246014,Cannot Reject Null,False
STAT3_pY705,quarter,Disease_Free,0.575036601263,0.314327695006,Cannot Reject Null,False
STAT5-alpha,half,Overall,0.11208517352,2.52457221636,Cannot Reject Null,False
STAT5-alpha,quarter,Overall,0.431963230874,0.617539136435,Cannot Reject Null,False
STAT5-alpha,half,Disease_Free,0.647044067152,0.209647198045,Cannot Reject Null,False
STAT5-alpha,quarter,Disease_Free,0.350620991708,0.871208392263,Cannot Reject Null,False
Stathmin,half,Overall,0.0219998390451,5.24579774534,Reject Null,True
Stathmin,quarter,Overall,0.0367701179352,4.36102763164,Reject Null,True
Stathmin,half,Disease_Free,0.720674557242,0.127847299969,Cannot Reject Null,False
Stathmin,quarter,Disease_Free,0.160995069264,1.96485468164,Cannot Reject Null,False
Syk,half,Overall,0.183022009208,1.77291278649,Cannot Reject Null,False
Syk,quarter,Overall,0.0855809865719,2.9555914854,Cannot Reject Null,False
Syk,half,Disease_Free,0.799469330758,0.0645332471879,Cannot Reject Null,False
Syk,quarter,Disease_Free,0.849206951034,0.0361495679198,Cannot Reject Null,False
Tuberin,half,Overall,0.625539682306,0.238157998159,Cannot Reject Null,False
Tuberin,quarter,Overall,0.39674400426,0.718172539606,Cannot Reject Null,False
Tuberin,half,Disease_Free,0.767015193433,0.0877826647607,Cannot Reject Null,False
Tuberin,quarter,Disease_Free,0.980683703879,0.000586208950658,Cannot Reject Null,False
VEGFR2,half,Overall,0.802996400276,0.0622358251651,Cannot Reject Null,False
VEGFR2,quarter,Overall,0.202585127442,1.62363899413,Cannot Reject Null,False
VEGFR2,half,Disease_Free,0.896831934861,0.0168128613968,Cannot Reject Null,False
VEGFR2,quarter,Disease_Free,0.564414851935,0.332117547191,Cannot Reject Null,False
XRCC1,half,Overall,0.125508611664,2.34719564464,Cannot Reject Null,False
XRCC1,quarter,Overall,0.287581268353,1.1309102305,Cannot Reject Null,False
XRCC1,half,Disease_Free,0.995723783883,2.87238947841e-05,Cannot Reject Null,False
XRCC1,quarter,Disease_Free,0.924760241488,0.00891877114046,Cannot Reject Null,False
YAP,half,Overall,0.658003071589,0.1959584095,Cannot Reject Null,False
YAP,quarter,Overall,0.603553218839,0.269670009153,Cannot Reject Null,False
YAP,half,Disease_Free,0.00921040225859,6.7815665066,Reject Null,True
YAP,quarter,Disease_Free,0.9543790317,0.00327282332106,Cannot Reject Null,False
YAP_pS127,half,Overall,0.0343323278682,4.4780770972,Reject Null,True
YAP_pS127,quarter,Overall,0.288167219363,1.12816437762,Cannot Reject Null,False
YAP_pS127,half,Disease_Free,0.162798687306,1.94803563319,Cannot Reject Null,False
YAP_pS127,quarter,Disease_Free,0.483719097614,0.490466916489,Cannot Reject Null,False
YB-1,half,Overall,0.820595737095,0.0514286313057,Cannot Reject Null,False
YB-1,quarter,Overall,0.336246713099,0.924689326812,Cannot Reject Null,False
YB-1,half,Disease_Free,0.883616648029,0.0214288723484,Cannot Reject Null,False
YB-1,quarter,Disease_Free,0.536672837216,0.381741215775,Cannot Reject Null,False
YB-1_pS102,half,Overall,0.00461399833195,8.0248446486,Reject Null,True
YB-1_pS102,quarter,Overall,0.00698388675554,7.27710844052,Reject Null,True
YB-1_pS102,half,Disease_Free,0.694593564975,0.154157480937,Cannot Reject Null,False
YB-1_pS102,quarter,Disease_Free,0.826410490544,0.0480957961158,Cannot Reject Null,False
c-Kit,half,Overall,0.460537594605,0.5445877836,Cannot Reject Null,False
c-Kit,quarter,Overall,0.945402752293,0.00468964599751,Cannot Reject Null,False
c-Kit,half,Disease_Free,0.846606420717,0.0374229715892,Cannot Reject Null,False
c-Kit,quarter,Disease_Free,0.917471862118,0.0107368571795,Cannot Reject Null,False
PAI-1,half,Overall,0.596397650643,0.280463397099,Cannot Reject Null,False
PAI-1,quarter,Overall,0.579450857202,0.307123258582,Cannot Reject Null,False
PAI-1,half,Disease_Free,0.715118278498,0.133218279446,Cannot Reject Null,False
PAI-1,quarter,Disease_Free,0.243141681643,1.36228605094,Cannot Reject Null,False
ASNS,half,Overall,0.0955234908975,2.77873666312,Cannot Reject Null,False
ASNS,quarter,Overall,0.465728488269,0.532092421148,Cannot Reject Null,False
ASNS,half,Disease_Free,0.562451744101,0.335476909684,Cannot Reject Null,False
ASNS,quarter,Disease_Free,0.655796432525,0.198670122946,Cannot Reject Null,False
EGFR,half,Overall,0.0720972697549,3.23461449305,Cannot Reject Null,False
EGFR,quarter,Overall,0.886583190103,0.0203430326671,Cannot Reject Null,False
EGFR,half,Disease_Free,0.0798954953545,3.06702630768,Cannot Reject Null,False
EGFR,quarter,Disease_Free,0.225799626539,1.46712642745,Cannot Reject Null,False
4E-BP1_pT70,half,Overall,0.427577225132,0.629395254932,Cannot Reject Null,False
4E-BP1_pT70,quarter,Overall,0.353231965943,0.861812525205,Cannot Reject Null,False
4E-BP1_pT70,half,Disease_Free,0.443546643555,0.587089910907,Cannot Reject Null,False
4E-BP1_pT70,quarter,Disease_Free,0.40495173914,0.693572953461,Cannot Reject Null,False
A-Raf_pS299,half,Overall,0.0388387280632,4.26790758391,Reject Null,True
A-Raf_pS299,quarter,Overall,0.192533350285,1.69812514192,Cannot Reject Null,False
A-Raf_pS299,half,Disease_Free,0.909159126578,0.0130186360229,Cannot Reject Null,False
A-Raf_pS299,quarter,Disease_Free,0.864397455008,0.0291655046497,Cannot Reject Null,False
Annexin_VII,half,Overall,0.188479724692,1.72946117827,Cannot Reject Null,False
Annexin_VII,quarter,Overall,0.0060438650603,7.53717742117,Reject Null,True
Annexin_VII,half,Disease_Free,0.693837570832,0.154962337781,Cannot Reject Null,False
Annexin_VII,quarter,Disease_Free,0.81427658313,0.0551839215752,Cannot Reject Null,False
ARID1A,half,Overall,0.227273343316,1.4578448239,Cannot Reject Null,False
ARID1A,quarter,Overall,0.503828718471,0.446862421765,Cannot Reject Null,False
ARID1A,half,Disease_Free,0.535721920453,0.383526517579,Cannot Reject Null,False
ARID1A,quarter,Disease_Free,0.88656113451,0.0203509993465,Cannot Reject Null,False
B-Raf,half,Overall,0.24815600752,1.33365512082,Cannot Reject Null,False
B-Raf,quarter,Overall,0.276741974486,1.18302032314,Cannot Reject Null,False
B-Raf,half,Disease_Free,0.0627445682216,3.46331068075,Cannot Reject Null,False
B-Raf,quarter,Disease_Free,0.497472180484,0.460324877304,Cannot Reject Null,False
Bad_pS112,half,Overall,0.00727731461309,7.20321371279,Reject Null,True
Bad_pS112,quarter,Overall,0.00968469985918,6.69199076346,Reject Null,True
Bad_pS112,half,Disease_Free,0.502306441943,0.450060043707,Cannot Reject Null,False
Bad_pS112,quarter,Disease_Free,0.422862469967,0.642346225039,Cannot Reject Null,False
Bap1-c-4,half,Overall,0.837877312064,0.0418650058244,Cannot Reject Null,False
Bap1-c-4,quarter,Overall,0.534796856294,0.385268816588,Cannot Reject Null,False
Bap1-c-4,half,Disease_Free,0.614473717795,0.253711526459,Cannot Reject Null,False
Bap1-c-4,quarter,Disease_Free,0.379886197876,0.771070145029,Cannot Reject Null,False
BRCA2,half,Overall,0.323538039925,0.974590273414,Cannot Reject Null,False
BRCA2,quarter,Overall,0.169333613425,1.88883293792,Cannot Reject Null,False
BRCA2,half,Disease_Free,0.312337576447,1.02076517411,Cannot Reject Null,False
BRCA2,quarter,Disease_Free,0.268877239395,1.22246600774,Cannot Reject Null,False
CD20,half,Overall,0.0707647845089,3.26519093148,Cannot Reject Null,False
CD20,quarter,Overall,0.00073469501593,11.3993577505,Reject Null,True
CD20,half,Disease_Free,0.126833610994,2.33083763915,Cannot Reject Null,False
CD20,quarter,Disease_Free,0.833456208352,0.0442138716751,Cannot Reject Null,False
Cyclin_E2,half,Overall,0.213166181934,1.54979178326,Cannot Reject Null,False
Cyclin_E2,quarter,Overall,0.24066457038,1.37669700105,Cannot Reject Null,False
Cyclin_E2,half,Disease_Free,0.792798409369,0.068999980833,Cannot Reject Null,False
Cyclin_E2,quarter,Disease_Free,0.236064098746,1.40394539261,Cannot Reject Null,False
eIF4G,half,Overall,0.52337005719,0.407247156662,Cannot Reject Null,False
eIF4G,quarter,Overall,0.774247903172,0.0822673943061,Cannot Reject Null,False
eIF4G,half,Disease_Free,0.638411926953,0.220825132281,Cannot Reject Null,False
eIF4G,quarter,Disease_Free,0.924245262317,0.00904164805748,Cannot Reject Null,False
ETS-1,half,Overall,0.990406256101,0.000144582939251,Cannot Reject Null,False
ETS-1,quarter,Overall,0.171349384351,1.87109793734,Cannot Reject Null,False
ETS-1,half,Disease_Free,0.359478754285,0.83971338999,Cannot Reject Null,False
ETS-1,quarter,Disease_Free,0.410214216921,0.67817977677,Cannot Reject Null,False
FASN,half,Overall,0.097306345046,2.74914672081,Cannot Reject Null,False
FASN,quarter,Overall,0.0709305128185,3.26135453163,Cannot Reject Null,False
FASN,half,Disease_Free,0.318293313845,0.995946558785,Cannot Reject Null,False
FASN,quarter,Disease_Free,0.200032781401,1.64213505668,Cannot Reject Null,False
FOXO3a_pS318_S321,half,Overall,0.396099280083,0.720136067784,Cannot Reject Null,False
FOXO3a_pS318_S321,quarter,Overall,0.859513909782,0.0313265122174,Cannot Reject Null,False
FOXO3a_pS318_S321,half,Disease_Free,0.803848502222,0.0616874262576,Cannot Reject Null,False
FOXO3a_pS318_S321,quarter,Disease_Free,0.909935460899,0.0127961224594,Cannot Reject Null,False
FoxM1,half,Overall,0.287381056435,1.13185008408,Cannot Reject Null,False
FoxM1,quarter,Overall,0.470528411908,0.520734784857,Cannot Reject Null,False
FoxM1,half,Disease_Free,0.530918720647,0.392632811783,Cannot Reject Null,False
FoxM1,quarter,Disease_Free,0.903231342627,0.014781791891,Cannot Reject Null,False
G6PD,half,Overall,0.461519192945,0.542207768979,Cannot Reject Null,False
G6PD,quarter,Overall,0.79770243928,0.0657008161257,Cannot Reject Null,False
G6PD,half,Disease_Free,0.0812789390609,3.03914054991,Cannot Reject Null,False
G6PD,quarter,Disease_Free,0.240571413269,1.37724247412,Cannot Reject Null,False
GAPDH,half,Overall,0.208642395506,1.58082155022,Cannot Reject Null,False
GAPDH,quarter,Overall,0.236320262708,1.40241126791,Cannot Reject Null,False
GAPDH,half,Disease_Free,0.390633828064,0.736968131277,Cannot Reject Null,False
GAPDH,quarter,Disease_Free,0.154457058601,2.02767184917,Cannot Reject Null,False
GSK3_pS9,half,Overall,0.0909712068002,2.85710292218,Cannot Reject Null,False
GSK3_pS9,quarter,Overall,0.000474321526053,12.2140029638,Reject Null,True
GSK3_pS9,half,Disease_Free,0.380241017319,0.769922536579,Cannot Reject Null,False
GSK3_pS9,quarter,Disease_Free,0.595022272517,0.282569081724,Cannot Reject Null,False
Heregulin,half,Overall,0.0112425561859,6.42656878786,Reject Null,True
Heregulin,quarter,Overall,0.0659195146567,3.38181276261,Cannot Reject Null,False
Heregulin,half,Disease_Free,0.0236356049963,5.12117518875,Reject Null,True
Heregulin,quarter,Disease_Free,0.0663764308679,3.37042994244,Cannot Reject Null,False
MYH11,half,Overall,0.476799727959,0.506174186804,Cannot Reject Null,False
MYH11,quarter,Overall,0.514995061778,0.423904731628,Cannot Reject Null,False
MYH11,half,Disease_Free,0.160945272423,1.9653220898,Cannot Reject Null,False
MYH11,quarter,Disease_Free,0.393786680723,0.727217235012,Cannot Reject Null,False
Myosin-IIa_pS1943,half,Overall,0.0493962283243,3.86183662519,Reject Null,True
Myosin-IIa_pS1943,quarter,Overall,0.00205121818328,9.50312890485,Reject Null,True
Myosin-IIa_pS1943,half,Disease_Free,0.653151701784,0.201949679888,Cannot Reject Null,False
Myosin-IIa_pS1943,quarter,Disease_Free,0.806623459086,0.0599193483825,Cannot Reject Null,False
N-Ras,half,Overall,0.00547230378047,7.71634619701,Reject Null,True
N-Ras,quarter,Overall,0.00887231903781,6.84834968633,Reject Null,True
N-Ras,half,Disease_Free,0.854841463316,0.0334687380168,Cannot Reject Null,False
N-Ras,quarter,Disease_Free,0.238336758908,1.39040475024,Cannot Reject Null,False
NDRG1_pT346,half,Overall,0.178560701725,1.80956266089,Cannot Reject Null,False
NDRG1_pT346,quarter,Overall,0.0090697367849,6.8090428499,Reject Null,True
NDRG1_pT346,half,Disease_Free,0.768367722411,0.0867365261727,Cannot Reject Null,False
NDRG1_pT346,quarter,Disease_Free,0.662243143148,0.190810206943,Cannot Reject Null,False
p21,half,Overall,0.764003469533,0.0901366781543,Cannot Reject Null,False
p21,quarter,Overall,0.605389720218,0.266943184453,Cannot Reject Null,False
p21,half,Disease_Free,0.688427694241,0.160792753679,Cannot Reject Null,False
p21,quarter,Disease_Free,0.4207665788,0.648173165182,Cannot Reject Null,False
p27_pT198,half,Overall,0.305989143431,1.04790904955,Cannot Reject Null,False
p27_pT198,quarter,Overall,0.502511366497,0.449628626464,Cannot Reject Null,False
p27_pT198,half,Disease_Free,0.178918889434,1.80658122017,Cannot Reject Null,False
p27_pT198,quarter,Disease_Free,0.238688465549,1.38832325699,Cannot Reject Null,False
p90RSK,half,Overall,0.392290299598,0.731831103968,Cannot Reject Null,False
p90RSK,quarter,Overall,0.668778888225,0.183033814573,Cannot Reject Null,False
p90RSK,half,Disease_Free,0.0596822108492,3.54619365415,Cannot Reject Null,False
p90RSK,quarter,Disease_Free,0.240887216422,1.37539435679,Cannot Reject Null,False
PDCD4,half,Overall,0.0036222855568,8.46407931156,Reject Null,True
PDCD4,quarter,Overall,0.0740097854762,3.19177114404,Cannot Reject Null,False
PDCD4,half,Disease_Free,0.696306305494,0.152342977375,Cannot Reject Null,False
PDCD4,quarter,Disease_Free,0.417081354741,0.658524441374,Cannot Reject Null,False
PDK1,half,Overall,0.0698212741203,3.28721697979,Cannot Reject Null,False
PDK1,quarter,Overall,0.398504718292,0.712833627269,Cannot Reject Null,False
PDK1,half,Disease_Free,0.700182304936,0.148282282317,Cannot Reject Null,False
PDK1,quarter,Disease_Free,0.26850159715,1.22438607629,Cannot Reject Null,False
PEA15_pS116,half,Overall,0.220858611838,1.49878365181,Cannot Reject Null,False
PEA15_pS116,quarter,Overall,0.0116976988256,6.35612131653,Reject Null,True
PEA15_pS116,half,Disease_Free,0.0567153202015,3.63092400656,Cannot Reject Null,False
PEA15_pS116,quarter,Disease_Free,0.288902058252,1.12473083628,Cannot Reject Null,False
PKC-pan_BetaII_pS660,half,Overall,0.0426021775974,4.11111854305,Reject Null,True
PKC-pan_BetaII_pS660,quarter,Overall,0.00499075658733,7.88278497493,Reject Null,True
PKC-pan_BetaII_pS660,half,Disease_Free,0.580187449285,0.305931706489,Cannot Reject Null,False
PKC-pan_BetaII_pS660,quarter,Disease_Free,0.784209353084,0.0749870838539,Cannot Reject Null,False
PI3K-p85,half,Overall,0.556868199989,0.34515581332,Cannot Reject Null,False
PI3K-p85,quarter,Overall,0.141996366304,2.15619028746,Cannot Reject Null,False
PI3K-p85,half,Disease_Free,0.0275003020252,4.85912360826,Reject Null,True
PI3K-p85,quarter,Disease_Free,0.253560468715,1.30357923525,Cannot Reject Null,False
PRDX1,half,Overall,0.294275922524,1.0999552625,Cannot Reject Null,False
PRDX1,quarter,Overall,0.19208381931,1.70156206819,Cannot Reject Null,False
PRDX1,half,Disease_Free,0.292959148428,1.10597235271,Cannot Reject Null,False
PRDX1,quarter,Disease_Free,0.558247066936,0.342748410892,Cannot Reject Null,False
Rab11,half,Overall,0.583750529771,0.300210430591,Cannot Reject Null,False
Rab11,quarter,Overall,0.900915556619,0.0155014588992,Cannot Reject Null,False
Rab11,half,Disease_Free,0.290585640687,1.11690603798,Cannot Reject Null,False
Rab11,quarter,Disease_Free,0.745674273893,0.105201890335,Cannot Reject Null,False
Rab25,half,Overall,0.346843370745,0.884972456908,Cannot Reject Null,False
Rab25,quarter,Overall,0.150464576235,2.06753465728,Cannot Reject Null,False
Rab25,half,Disease_Free,0.424225029963,0.638581207278,Cannot Reject Null,False
Rab25,quarter,Disease_Free,0.861027163337,0.0306483763458,Cannot Reject Null,False
Raptor,half,Overall,0.00149273476119,10.0875619564,Reject Null,True
Raptor,quarter,Overall,0.0228375272286,5.1808212451,Reject Null,True
Raptor,half,Disease_Free,0.665620521914,0.186767744969,Cannot Reject Null,False
Raptor,quarter,Disease_Free,0.830334930483,0.0459125016563,Cannot Reject Null,False
RBM15,half,Overall,0.0416365358942,4.14991817319,Reject Null,True
RBM15,quarter,Overall,0.298199822422,1.08222732337,Cannot Reject Null,False
